English,Mon,Original_Definition
Elephant-goad,ကရာၚ်စိၚ်,"(n) elephant-goad, ankus, iron hook used by elephant driver. [id] တြာၚ်စိၚ်၊ ခၜံက်၊ ခၜံက်စိၚ်၊ တာံ(မ်)။"
Elephant-goat,စရာၚ်,"1 (n) hook, elephant-goat, ankus. [id] စရာၚ်စိၚ်။"
Elephant.    ဍိုက်စိၚ်  to ride on an elephant.    ဒြၚ်စိၚ်  elephant’s tusk,စိၚ်,"1 (n) elephant.    ဍိုက်စိၚ် (v) to ride on an elephant.    ဒြၚ်စိၚ် (n) elephant’s tusk, ivory.    လပှ်စိၚ် (n) elephant’s trunk.    သရေၚ်စိၚ် (n) howdah."
Elephantiasis of the leg.  ယဲဇိုၚ်တၠိုပ်၊ ယဲဇိုၚ်ထ္ဍိုပ်။,ယဲဇိုၚ်တ္ဍိုပ်,(n) elephantiasis of the leg. [id.] ယဲဇိုၚ်တၠိုပ်၊ ယဲဇိုၚ်ထ္ဍိုပ်။
Elephantiasis of the scrotum,ယဲခၟာဲလိၚ်မဂုဟ်,(n) elephantiasis of the scrotum.
Elephantiasis of the scrotum,ယဲတမြိုက်,(n) elephantiasis of the scrotum.
Elephantiasis of the scrotum.  ယဲတမြိုက်။,ယဲထၟာဲလိၚ်ဂုဟ်,(n) elephantiasis of the scrotum. [id.] ယဲတမြိုက်။
Elephant’s eye,မတ်စိၚ်,"(n) ankle-bone, elephant’s eye."
Elephant’s trunk.  လပှ်၊ လပှ်စိၚ်။   ခါလပှ်စိၚ်။,ကပှ်,"2 (n) elephant’s trunk. [id] လပှ်၊ လပှ်စိၚ်။ {a kind of shrub, Tourne fortia rox urgii Clarke.} [Syn.] ခါလပှ်စိၚ်။"
Elephant’s tusks,ဂြၚ်စိၚ်,"(n) elephant’s tusks, ivory. [id] ဒြၚ်စိၚ်။"
Elephant’s tusks,ဒြၚ်စိၚ်,"(n) elephant’s tusks, ivory."
Eletlaria cardamounum,မအဳ,"(n) cardamom, cardamom plant, Eletlaria cardamounum."
Eleusine indica gaertner,ချဲ,ချောဲဇိုၚ်ခ္ဍာ် (n) Eleusine indica Gaertner.
Elevate,ပတိုန်,"(v) to raise, elevate, lift up, appoint to a position of eminence, to compose, to remit, to draw {cross-bow}, to put up higher, to raise up. [id] ပ္တိုန်။"
Elevate.  ယာတိုန်၊ ယာပ္တိုန်။  ထ္ၜ၊ ထ္ၜၚ်၊ ပ္တိုၚ်၊ ပၚ်၊ ဗ္တိုန်၊ ယဵု။     ကယျာ  to lift up,ယာ,"4 (v) to lift up, raise, elevate. [id.] ယာတိုန်၊ ယာပ္တိုန်။ [Cf.] ထ္ၜ၊ ထ္ၜၚ်၊ ပ္တိုၚ်၊ ပၚ်၊ ဗ္တိုန်၊ ယဵု(ဝ်)။    [Der.] ကယျာ (v) to lift up, be lift up.    ယာပ္တိုန်က္ဍိုပ်ညိတုဲ(ယ်) (v) raising his head slightly.    ယာပ္တိုန်သ္ကိုပ်တလာ (v) to lift the lid of the box."
Elevated,ဒအုန်,"1 (adj) elevated, pulmp {ကၞိၚ် (n) check}, rise as hillock."
Elevation.  ဒဒှ်မဂလိုၚ်ပ္တိန်၊ ဗီုပြၚ်ဒ္တန်၊ သမၠုၚ်လ္တူဂၠးမုက်ဍာ်ဂၚ်။,ဒဒှ်မသၠုၚ်ပ္တိုန်,(n) elevation. [id] ဒဒှ်မဂလိုၚ်ပ္တိန်၊ ဗီုပြၚ်ဒ္တန်၊ သမၠုၚ်လ္တူဂၠးမုက်ဍာ်ဂၚ်။
Elevator ,ကၞိန်,"တၞိန်ဓါတ် (n) lift, elevator (US)."
Elevator.  စက်ပၚ်ပ္တိုန်လျိုၚ်။,တၞိန်ဓါတ်,"(n) escalator, elevator. [id] စက်ပၚ်ပ္တိုန်လျိုၚ်။"
Eleventh lunar month of the mon,မာ်,"1 (n) eleventh lunar month of the Mon, roughly corresponding to February. [id] မာဃ၊ ဂိတုမာ်။"
Eleventh lunar month of the mon,မာက်,"1 (n) eleventh lunar month of the Mon, roughly corresponding to February. [id] မာဃ၊ ဂိတုမာ်။"
Eleventh month,ဂိတုမာ်,"(n) eleventh month, roughly to corresponding to February."
Elf or goblin,ပိၚ်သာ,"(n) [P. pisaco] demon, fairy, elf or goblin, sprite. [id] ပိၚ်သာတ်။"
Eliminated,ပၠိုတ်,"(v) to be extinguished, eliminated, to set."
Elimination.  ဒဒှ်မပ္တိတ်ထောံ။,ဒဒှ်မသောၚ်တၠးတးပဲါထောံ,(n) elimination. [id] ဒဒှ်မပ္တိတ်ထောံ(အ်)။
Elite,ဍံက်ရုဲစှ်ကေတ်လဝ်,"(v) selected, choice, elite."
Elite troop famed for gallantry,သရာဲဇၞော်,(n) {during monarchic days} elite troop famed for gallantry.
Elk,က္ၜိုၚ်,"2 (n) elk, large species of deer, Rusa hippilaphas, sambur. [id] တ္ၜိုၚ်၊ ၜိုၚ်။"
Ellipse,ဗီုခၟာဲအဒါ,"(n) egg shape, oval, ellipse."
Elliptical,မနွံဗီုပြၚ်ညံၚ်ရဴခၟာဲအဒါ,(adj) elliptical.
Elocutionary,မၞိဟ်မဟီုဂလာန်ခိုဟ်,(n) elocutionary.
Elongated,ဂၠိၚ်ဂၠောဝ်,"(adj) long, elongated."
Elongation,ဒဒှ်မသ္ကဵုဂၠိၚ်ကၠုၚ်,(n) elongation.
Elope,ကၠတ်ဗက်အာ,"(v) run away with, elope."
Elope with a man,ဗက်တြုံ,(v) elope with a man.
Elopement,ဒဒှ်မကၠတ်ဗက်အာတြုံ,(n) elopement.
Eloquent.  မခိုဟ်တဴပ္ဍဲကွတ်လဟီု။,မဟီုဂလာန်ခိုဟ်,(adj) eloquent. [id] မခိုဟ်တဴပ္ဍဲကွတ်လဟီု။
Eloquently,နဒဒှ်မဒှ်ဟီုဂလာန်ခိုဟ်,(adv) eloquently.
Eloquently,နဒဒှ်မဟီုဂလာန်ခိုဟ်,(adv) eloquently.
Else,မဏီ,"(pv) still, in addition, else, besides."
Else where.  ပ္ဍဲဒၞာဲတၞဟ်မွဲမွဲတေံ၊ မွဲမွဲဒၞာဲတေံ။,ဒၞာဲတၞဟ်တေံ,(n) else where. [id] ပ္ဍဲဒၞာဲတၞဟ်မွဲမွဲတေံ(အ်)၊ မွဲမွဲဒၞာဲတေံ(အ်)။
Elucidate,ကလး,"1 (v) to clarify, set in order, elucidate, explain. [id] စလး၊ တလး။    ကလးအရေဝ် (v) to explain a matter.    ကလးသော် (v) to tidy one’s hair. [Cf.] ကရး၊ ကလး၊ ပသောၚ်။    [Der.] ကၠး (v) to be clear. [id] ခလး။ စလဳစလး။"
Elucidate,စလး,"(v) to clarify, set in order, elucidate, explain. [id] စၠး။"
Elucidation,ဒဒှ်မပံက်ထ္ၜးကဵုအဓိပ္ပဲါ,(n) elucidation.
Elucidation.  ပွံက်။,ပဝံက်,"(n) the opening, exposition, elucidation. [id] ပွံက်။"
Elude,ဗလေတ်ပဲါ,"(v) avoid, elude, evade, abscond, shirk."
Emaciation,ဒဒှ်မသ္ကဵုဇြေဟ်ဇြာဲစှ်ေ,(n) emaciation.
Emanciated disease,ယဲဇြေဟ်ဇြာဲ,(n) emanciated disease.
Emancipated.    ထၜိုတ်ဂှ်ဗၠးတိတ်  the gum came off.    ယဲဗၠးရဟာ  is your illness any better?  ပလး၊ သၠး။    ဗလး  to free,ဗၠး,"1 (v) to escape, be free from, go free, to pass off, to recover from illness, exempt, freedom from restriction.    ကဵုဂွံဗၠးဘဲ (v) may you escape calamity!   ဂၠဴဗၠးဘဲကၠ (v) the cattle escaped being attacked by the  tiger.    တိတ်ဗၠး (v) to be free from, win free of, to be released, emancipated.    ထၜိုတ်ဂှ်ဗၠးတိတ် (v) the gum came off.    ယဲဗၠးရဟာ (v) is your illness any better? [Cf.] ပလး၊ သၠး။   [Der.] ဗလး (v) to free."
Emancipation,ပရေၚ်ဗၠးတိတ်,"(n) freedom, liberation, emancipation."
Emancipation.  စိုတ်တိတ်ဗၠး။,ဝိမုတ်,"(n) release, emancipation. [id.] စိုတ်တိတ်ဗၠး။"
Embankment,တၟိုန်,"(n) dike, embankment, dam."
Embankment,ဗၚ်,"2 (n) embankment, earth platform, convexslope."
Embankment   ဇဵု၊  တာ၊  ကၟိုန်၊  တၟိုန်၊  စြာၚ်၊  ဇဵုကၟာ။,embank,"vt.  စဵုဒၞာလဝ်နကဵုသိၚ်ဗိုၚ်,တာ,တၟိုန်,စြာၚ်။  embankment (n)  ဇဵု၊  တာ၊  ကၟိုန်၊  တၟိုန်၊  စြာၚ်၊  ဇဵုကၟာ။"
Embankment of a tank or pool.  ဇိုၚ်ကၟာ။,ဇဵုကၟာ,(n) embankment of a tank or pool. [id] ဇိုၚ်ကၟာ။
Embankment of road,ဗၚ်ဂၠံၚ်,(n) embankment of road.
Embankment of tank.  ဇဵုကၟာ။,ကၟာ,ဇိုၚ်ကၟာ (n) embankment of tank. [id] ဇဵုကၟာ။
Embankment.  ကၟိုန်၊ တၟိုန်။,ကမိုန်,"(n) dam, embankment. [id] ကၟိုန်၊ တၟိုန်။"
Embankment.  စြာၚ်၊ တာ၊ တၟိုန်။  တဝ်၊ တၞၚ်၊ ရိ၊ လေံ။,ဇဵု,"(n) transverse rod, rod, rampart, embankment. [id] စြာၚ်၊ တာ၊ တၟိုန်။ [Cf.] တဝ်၊ တၞၚ်၊ ရိ၊ လေံ(အ်)။"
Embankment.  တသောဝ်။    တသောဝ်ဂၠံၚ်  embankment road,ကသောဝ်,2 (n) embankment. [id] တသောဝ်။    တသောဝ်ဂၠံၚ် (n) embankment road.
Embankment.  တၟိုန်။,တမိုန်,"(n) dam, embankment. [id] တၟိုန်။"
Embarkation,ဒဒှ်မပ္တိုန်လ္တူက္ၜၚ်,(n) embarkation.
Embarrassment   ပွမစိုပ်အာကဆံၚ်စိုတ်သ္ဒးဒုၚ်ပလာပ်၊  အရာမဗ္စိုပ်ကဵုသွက်စိုတ်မသ္ဒးဒုၚ်ပလာပ်၊  အရာမဗ္စိုပ်ကဵုသွက်စိုတ်မသ္ဒးဂၠိန်ၜောတ်။,embarrass,"vt.  သကဵုစိုတ်ထုဲကြာန်၊  သကဵုစိုတ်ခတ်က္ဍန်၊  သကဵုဒှ်စိုပ်အာကဆံၚ်ပလာပ်။  ၂။  စဵုဒၞာ၊  ပလာပ်၊  ဆဵုဒဝ်၊  ဂၠိန်ၜောတ်၊  ပလာ်စဵုဒၞာ,ဆဵုဒဝ်။  embarrassment (n)  ပွမစိုပ်အာကဆံၚ်စိုတ်သ္ဒးဒုၚ်ပလာပ်၊  အရာမဗ္စိုပ်ကဵုသွက်စိုတ်မသ္ဒးဒုၚ်ပလာပ်၊  အရာမဗ္စိုပ်ကဵုသွက်စိုတ်မသ္ဒးဂၠိန်ၜောတ်။"
Embarrassment.  အရာမဗ္စိုပ်ကဵုသွက်စိုတ်မသ္ဒးဒုၚ်ပလာပ်၊ အရာမဗ္စိုပ်ကဵုသွက်စိုတ်သ္ဒးဒုၚ်ဂၠိန်ၜေါတ်။,ပွမစိုပ်အာကဆံၚ်စိုတ်သ္ဒးဒုၚ်ပလာပ်,(n) embarrassment. [id] အရာမဗ္စိုပ်ကဵုသွက်စိုတ်မသ္ဒးဒုၚ်ပလာပ်၊ အရာမဗ္စိုပ်ကဵုသွက်စိုတ်သ္ဒးဒုၚ်ဂၠိန်ၜေါတ်။
Embassy,တလုတ်,"1 (n) royal or government emissary, ambassador, intelligencer, embassy, envoy, diplomat. [id] တၠုတ်၊ ဒုတ်။    ဒုတ်ဒဵု (v) to have secret communication."
Embassy,ရုၚ်တလုတ်,(n) embassy.
Embed ,တိုပ်,"(v) to bury, to cover up, cover with earth, embed {မတ် (n) jewels, ရတ် (n) precious stones}."
Embellishment,ဂစေံ,"ဂစေအ် (n) make-up, embellishment."
Embellishment,ဖစေံ,ဖစေအ် (n) embellishment.
Embellishment.  ဒဒှ်မဂ္ညိဂ္ညာတ်စိစောန်။,ဒဒှ်မဖျေံဖျောန်,(n) embellishment. [id] ဒဒှ်မဂ္ညိဂ္ညာတ်စိစောန်။
Ember,လ္ၚ,"2 (n) live coal, ember, firebrand, burning faggot. [id.] လ္ၚပၟတ်၊ ပၟတ်လ္ၚ။ [Var.] ဒ္ၚ။"
Ember,အၚ,"(n) [colloq] ember, live coal. [id.] လ္ၚ၊ လ္ၚပၟတ်။"
Embezzlement,ဒဒှ်မကၠတ်ရပ်စသုၚ်ထောံသၠုဲ,(n) embezzlement.
Embittered,ကဟောန်ကဟေဲ,"(v) to be in nervous state, to be exasperated, embittered, to be over anxious."
Emblem of baego .  ၜိုပ်။,ဟံသာ,"(n) [P. hansa] brahminy duck, esp. the heraldic repretation serving as the Mon national emblem, emblem of Baego {Pegu}. [Cf.] ၜိုပ်။"
Emblem of baego.  ဟံသာ၊ ရုပ်ၜိုပ်။,သၚ်္ကေတကောန်ဗဂေါ,(n) emblem of Baego. [id.] ဟံသာ၊ ရုပ်ၜိုပ်။
Emblematic,မဒှ်ညံၚ်ရဴသၚ်္ကေတ,(adj) emblematic.
Emblica myrobalan,တလုဲ,"(n) eastern gooseberry, kind of wild plum, gooseberry, emblica myrobalan, Emblica officinalis, Phyllanthus emblica L. and P. pomiferous hooker f."
Emblica officinalis,တလုဲ,"(n) eastern gooseberry, kind of wild plum, gooseberry, emblica myrobalan, Emblica officinalis, Phyllanthus emblica L. and P. pomiferous hooker f."
Embodiment.  အရာဗီုပြၚ်မမံက်ဒၟံၚ်၊ အရာမထ္ၜးလဝ်ဗီု။,အရာမဓၟံက်ထ္ၜးလဝ်နကဵုဗီုပြၚ်မွဲမွဲ,(n) embodiment. [id] အရာဗီုပြၚ်မမံက်ဒၟံၚ်၊ အရာမထ္ၜးလဝ်ဗီု။
Embolden,ဗဂံၚ်,"2(v) embolden, make brave, to make courageous, to render valiant. [id] ဗ္ဂံၚ်။    [Der] ဂံၚ် (v) to get up courage. [id] ဗ္ဂံၚ်ကဵုစိုတ်။"
Embossed print,မလိက်ဖ္ဍံၚ်က္တဵု,(n) embossed print.
Embrace,မိန်,"3 (v) lift, carry or hold up in one's arms, with things gathered in arms, hug, embrace, gather in the arms, to gather in the arms {as grass}, to carry in one's arm, clasp to one's body, to gather with the arms, particle used to represent certain Pali cases. [Cf.] ကဝ်၊ ခွက်၊ စ္ၚိန်၊ စၟာဲ(ယ်)၊ ဂၠေၚ်၊ တ္ၚိန်၊ ဒယိုန်၊ ဒလိၚ်၊ ဗရ၊ ဗာ၊ ဗန်၊ ယိုက်၊ ယဵု(ဝ်)၊ လေၚ်၊ သွက်။"
Embrace,မိန်ဗန်,"(v) hug, embrace."
Embrace in token of affection,ဆုၚ်,"(v) to sniff, smell, embrace in token of affection."
Embracing both cold and hot seasons,ဥတုက္ညၚ်,"(n) dry weather, embracing both cold and hot seasons."
Embrocation,ဂဥုဲလံက်,"(n) medicaments such as slave, liniment, embrocation, etc."
Embroidered cloth,ယာတ်ဇၟိၚ်ပ္ကဴ,"(n) embroidered cloth, brocade."
Embroidered cloth,ယာတ်ဍောၚ်ပ္ကဴ,(n) embroidered cloth.
Embroidery,ကွတ်ထ္ပက်ပ္ကဴထ္ပက်ဇာ,(n) embroidery.
Embroidery,ဇမိၚ်,ဇၟိၚ်ပ္ကဴ (n) embroidery.
Embroidery,ဇၟိၚ်ပ္ကဴ,(n) embroidery.
Embroidery.  ဇာ။    ဒဇာ  sieve,ဒဇာ,"1 (n) netting, lace, embroidery. [id] ဇာ။    ဒဇာ (n) sieve."
Embryo,ကမဝ်,"3 (n) young leaves freshly opened, bud, embryo, young leaf emerging from bud, quarter or section of citrus fruit. [id] ကၟဝ်၊ လၟဝ်၊ လၟောဝ်။    တြုံကၟဝ်ကျာ် (n) future Buddha, Bodhisatta. [id] တြုံလၟဝ်ကျာ်၊ တြုံလၟောဝ်ကျာ်။    လဳမဴၜာကၟဝ် (n) two quarters of orange.    [Der.] ကၟဝ် (v) to put out leaves.    ၜဝ် (n) internal cavity. [id] တ္ၜဝ်။    ကၟဝ်ဆု (n) young leaf."
Embryo,ပၟဝ်,"1 (n) embryo, young leaf emerging from bud, quarter or section of citrus fruit.    တြုံပၟဝ်ကျာ် (n) future Buddha, Bodhisatta.    လဳမဴၜါပၟဝ် (n) two quarters of orange.    [Der.] ကၟဝ် (v) to put out leaves. [Syn.] ကၟဝ်၊ လၟောဝ်။    [Der.] ကၟဝ် (n) internal cavity."
Embryo,လၟောဝ်,"3 (n) embryo, shoot, young leaf emerging from bud, quarter or section of citrus fruit.    တြုံလၟောဝ်ကျာ်(က်) (n) embryo of Lord Buddha, Bodhisattva, future Buddha, one striving to attain Buddhahood. [id.] ဗောဓိသတ်။    လဳမဴၜါလၟောဝ် (n) two quarters of orange.    [Der.] ကၟဝ် (v) to put out leaves. [id.] လၟဝ် nasalized k. prefix.    ၜဝ် (n) internal cavity."
Embryo,လၟောဝ်ကောန်,(n) embryo.
Embryo leaf emerging from bud quarter or section of citrus fruit,ကၟောဝ်,"1 (n) embryo leaf emerging from bud quarter or section of citrus fruit, a shoot, an embryo. [id] ကၟဝ်၊ လၟောဝ်။    တြုံလၟောဝ်ကျာ်(က်) (v) future Buddha, Bodhisatta (Bodhisattva)."
Embryonic,မဒှ်ကလာမသ္စပ္တန်ပဋိပန္ဓိ,(adj) embryonic.
Emendation,ဒဒှ်မပလေဝ်ပလေတ်ထောံလိက်ဒၞာဲမယောၚ်မှာ,(n) emendation.
Emerald,တၟံမြ,(n) emerald.
Emerald,မြ,3 (n) emerald.
Emerald dove,ဂစေံဖာၜောဝ်,(n) emerald dove.
Emerald dove,ၜေါဝ်,(n) ဂစေံဖၜေါဝ် (n) emerald dove.
Emerald.    မတ်ဗိုတ်  diamond.  မၞိက်ဗိုတ်။  second sense,ဗိုတ်,"1 (n) {Skt. Vajra} diamond, emerald.    မတ်ဗိုတ် (n) diamond. [id] မၞိက်ဗိုတ်။ [Syn] second sense, မြ။"
Emerald.  တၟံမြ။,မတ်မြ,(n) emerald. [id] တၟံမြ။
Emerge,တိတ်,"1 (v) to go, come out, issue, emerge, be produce, leave, move away, reach the end of.    ကွဳပၟတ်အာဍုၚ်အၚ်ဝ နူဂယးဒ္စာံနာဍဳတိတ်နူဍုၚ်လ္ဂုၚ်ရောၚ် (v) the train for Mandalay leaves Rangoon at eight o’clock in the morning.    စိုတ်တိတ်ဗၠး (v) emancipation, release.    ဍေံပလက်တိတ်ကွေံ(ဟ်) (v) he is sweating hard.    ဒဴတိတ် (v) to run away, flee.    ပ္တိတ် (v) to produce.    ပ္တိုဟ်တိတ် (v) to discharge pus, the pus come out.    ပလက်တိတ် (v) to sweat, the sweat come out.    ပ္ဍဲဍုၚ်မန်ဗၟာဝိုဟ်ကၠောန်စက္ခူ တန်ဒှ်တိတ်မာန်လေဝ် တိတ်မာန်ဏောၚ် (v) it may be possible for paper pulp to be produced in Burma.    ယီုတိတ် (v) to breathe out. [opp.] ယီုလုပ်။    လိက်ဗွဟ်မန်အုပ်ဒုတိယတိတ်ဣရဟာ (v) has the second part of the Mon Reader come out yet?    သလောတ်တိတ် (v) to come out, be dislodged.    သြောံတိတ်မူစိရော (v) how much paddy do you grow?    တိတ်အာနူကွာန်လၟုဟ်ဂှ် (v) he is leaving the village now.    တိတ်အာနူတၞံဝိဂှ် (v) moved away from the fig tree."
Emerged from under the canoes,နူကဵု,တိတ်ကၠုၚ်နူကဵုဂၠုၚ်ဂှ် (perp) emerged from under the canoes.
Emergency exist,သိုၚ်ယီု,"(n) emergency exist, escape hole."
Emergent,မမံက်တိတ်ကၠုၚ်တၟေၚ်တၟေၚ်,(adj) emergent.
Emigrate,ချာဲကၠောံ,"(v) to go away, emigrate, to."
Emigration,ဒဒှ်မအာဖျေံသ္ဇိုၚ်ပ္ဍဲဍုၚ်သ္အာၚ်မွဲမွဲ,(n) emigration.
Eminence.  တၞောတ်အထောတ်။,ဒဒှ်မပြာကတ်တဴဗွဲတၟေၚ်,(n) eminence. [id] တၞောတ်အထောတ်။
Eminent,သေဋ္ဌ,"(adj) [P.] best, excellent, eminent."
Eminent disciple of lord buddha ,မဟာသာဝက,(n) eminent disciple of Lord Buddha {there were eighty such disciples}.
Emission,ဒဒှ်မဗလးပ္တိတ်,(n) emission.
Emission of wind.  to break wind,ဆုတ်,1 (n) emission of wind. (v) to break wind.
Emit,သၚ်,"4 (v) to give off, emit."
Emit an odour,မောဝ်,"1 (adj) fragrant.    (v) smell sweet, be fragrant, inhale the fragrance, emit an odour, sweet smell."
Emit fragrance.  မောဝ်။,ဗလးပ္တိတ်ကဵုသၟူမောဝ်,(v) emit fragrance. [id] မောဝ်။
Emit perfume.  ထီုပ္ဍး၊ မောဝ်ထီု၊ မောဝ်ပ္ဍး။,ပ္ဍးတမှာဲ,(v) emit perfume. [id] ထီုပ္ဍး၊ မောဝ်ထီု(မ်)၊ မောဝ်ပ္ဍး။
Emoluments,ၚုဟ်လိၚ်,"(n) hire, wages, pay, rent, lend, loan, borrow, fees charges, emoluments."
Emphatic.  မစွံစိုတ်သ္ဇိုဟ်သ္ဇိုဟ်နက်နက်။,မသ္ကဵုစိုတ်သ္ဇိုဟ်နက်,(adj) emphatic. [id] မစွံစိုတ်သ္ဇိုဟ်သ္ဇိုဟ်နက်နက်။
Empire,နဳဂီု,"ရးနဳဂီု (n) [P./Skt. nigama] empire, market town."
Empire,ရးနိဂီု,"(n) empire, kingdom."
Employ,စကာ,"(v) to sue, employ, to send on an errand."
Employ.  စကာ။  ထော  to train,ပထော,"(v) to train, employ. [Cf.] စကာ။ [Der.] ထော (v) to train."
Employee,သၟာ,"3 (n) workman, craftsman, employee, as first element in n. phr. Follower of occupation. [id.] မှာ။    ရုၚ်သၟာကွတ် (n) workshop. [Cf.] အ္စာ၊ကောန်၊ ခမှာ၊ မှာ၊ ရဲ(ယ်)။"
Employer,တၠကမၠောန်,"(n) employer, farmer having a farmland in regular employ."
Employment,ကမၠောန်ကၟိတ်,"(n) employment, business prospects."
Emptiness,သုည,"(n) [P.] emptiness, nothingness, {maths} cipher, zero, naught. [id.] သုန်။"
Emptiness,သၠာဲ,"1 (n) emptiness, worthlessness, fibrous under bark of tree, liber, sap-wood. [Cf.] သ္ကောဝ်၊ သၞော်(က်)။"
Emptiness,သၠာယ်,"1 (n) emptiness, worthlessness, fibrous under bark of tree, liber, sap-wood. [Cf.] သ္ကောဝ်၊ သၞော်(က်)။"
Emptiness.  သုည၊ သၠာဲ။,သုန်,"1 (n) nothingness, deteriorate and cease to become extinct, emptiness. [Var.] သုည၊ သၠာဲ(ယ်)။"
Empty,ခမး,"(v) to be bare, empty, naked, unoccupied, useless. [id] သၟး။"
Empty,စမး,"(v) to be bare, empty, naked, unoccupied, useless. [id] စၟး။"
Empty,လ္ၚုသၟး,"(v) empty, void, deprived of."
Empty,သၟး,"2 (v) to be bare, empty, naked, unoccupied, useless.    အလုံကမၠောန်ဍေံဒှ်သၟးဖ္အိုတ် (v) all his work was in vain.    ထးသၟး (v) empty tray.    အလုံမွဲဇကုဍေံမိဟ်သၟး (v) he has got nothing but dirt all over him.    ဆဇုတ်သၟးသှ်ေ(ဟ်) (v) nothing was left but the bones.    ဇကုသၟး (v) to be naked.    ဍေံတံသၟးမ္ဂးဒှ်သေက်ညးသ္ကံဏောၚ် (v) they quarrel if they are left to themselves. In adverbial position only.    မွဲသာ်ရောဟွံကၠောန်စသုၚ်ဘိၚ်သၟး (v) he does not work at all just smokes opium. [Cf.] ခၟး၊ စၟး၊ ထၟး။"
Empty a hall,သောၚ်ရုၚ်,(v) empty a hall.
Empty handed.  တဲလ္ၚု၊ တဲသၟးသၟး၊ မုဟွံပါ။,တဲသၟး,(adv) empty handed. [id] တဲလ္ၚု၊ တဲသၟးသၟး၊ မုဟွံပါ။
Empty place.  ဒၞာဲသၠး၊ ဒၞာဲသၠးသၠး၊ ဒၞာဲသၠးဒၟံၚ်၊ ဒၞာဲမဗၠးဒၟံၚ်၊ ဒဒှ်မသရုၚ်ခၠန်ဒၟံၚ်၊ ဒဒှ်ဒၞာဲကမၠောန်မသၠးဒၟံၚ်။,ဒၞာဲသလး,"(n) vacancy, empty place. [id] ဒၞာဲသၠး၊ ဒၞာဲသၠးသၠး၊ ဒၞာဲသၠးဒၟံၚ်၊ ဒၞာဲမဗၠးဒၟံၚ်၊ ဒဒှ်မသရုၚ်ခၠန်ဒၟံၚ်၊ ဒဒှ်ဒၞာဲကမၠောန်မသၠးဒၟံၚ်။"
Empty the bowels,ဂၞဴအာ,"(v) to have normal motions of the bowels, empty the bowels, defecate, have looses bowels."
Empty tray,ခမး,ထးသၟး (n) empty tray.
Empty tray,ထမး,ထးထၟး (v) empty tray.
Empty tray.   ထးသၟး။  ထးသၟးသၟး။,ထးထၟး,(n) empty tray. [Var.] [id] ထးသၟး။ [id] ထးသၟးသၟး။
Empty.  သြုန်ဂြာံ။  လ္ၚု၊ သန်၊ သုန်။,သြုန်,"(v) [P. sunno] to be desolate, deserted, laid waste, empty. [id.] သြုန်ဂြာံ(မ်)။ [Cf.] လ္ၚု၊ သန်၊ သုန်။"
Emulation,ပွမပြိုၚ်ပ္ကာန်,(n) emulation.
En-route,အဒေါဝ်ဂၠံၚ်,"(n) in the middle of the road, en-route, midway. [id.] ဘာ်တရဴ။"
Enabled to,ဂွံ,"5 (v) to get, to obtain, to receive, to comprise. [id] ဂေါံ(အ်)။    အဲထပိုတ်ထောံအရက်ဂွံစှ်သၞာံပြၚ်ရ (v) it is more than ten years since I give up alchol.    ပြေၚ်ဂွံကောန်ကၟာ(v) Preang’s wife has presented him with twins.    As va.    (1) preceding main (v) to have a chance to occasionally combined with မာန်။    (v) to be able to, to do at one of a number of possible moments, to have to, in neg. often may {not}, must {not}.    အဲဂွံကဵုသ္တိမၞးလၟိုန် (v) I always have to remind you.    အဲဂွံစပုၚ်ပ္ဍဲဍုၚ်မတ်လမၠီု (v) I got a meal in Moulmein.    ဣဂှ်ပ္တိုန်ဒဵုဂွံပါၚ်တိုက် (v) learn this till you are word-prefect.    ကၠာမၞးဟဂွံအာအတေံကဵုအဲဂွံတီညိ (v) before you go there, let me know.    ဇကုဂွံတိက်ခိုဟ်ခိုဟ်ရဟာ (v) did you sleep well?    တက်ပန်နာဍဳဂွံဒေါံ(အ်) (v) they are allowed to stop at four o’clock.    နူပြဟ်ပြဟ်ဟွံဂွံတီဂိကွေံရ (v) it is a great pity I did not know sooner.    မုဂွံသ္ပရော (v) what is it for?    မၞးဟွံဂွံလုက်ဣဂှ် (v) you must not touch that.    မၞိဟ်စဘိန်တံဂှ်ဂွံထပိုတ်ဘိန်ဝါတ်ရ (v) opium eaters find the drug difficult to give up.    ရံၚ်ကဵုဒ္ဂေတ်ဍေံပရေံတုဲ ဍေံမၞိဟ်ခိုဟ်မွဲဟွဲသေၚ်ဂှ်တီမာန်ရ (v) if you consider the defects of his conduct you can see he is not a good person.    ဟွံဂွံခေပ်သော်ဏီ (v) I have not hadn a hairtcut yet.    (2) following main (v) to be allowed to, allowed by circumstances to, enabled to, able to.    အဲပ္တိတ်ဂွံလိက်မွဲအုပ် (v) I was able to publish a book.    ညိဟွံဂွံ (v) one should not … at all.    သုၚ်ဒးအရက်ညိဟွံဂွံ (v) people should not drink liquor at all.    ဍေံအာဂွံ (v) he may go.    သေက်ဂွံ (v) ought. [id] သွက်ဂွံ။    သွက်တၟုဲအာကၠုၚ်ဂွံဒၟံၚ်ဖျေံလဝ်သ္ၚိကျာခိုဟ်ခိုဟ် (v) make the verandah look nice so that our guests can use it. [Cf.] ဒး၊ မာန်၊ လေပ်။    [Der.] မိက်ဂွံ (v) to wish to."
